sector,period,period_order,sector_health_score,corporate_health_score_median,sector_growth_score,growth_score_median,sector_profitability_score,profitability_score_median,sector_cash_conversion_score,cash_conversion_score_median,sector_working_capital_stress,working_capital_stress_score_median,sector_leverage_stress,leverage_stress_score_median,sector_balance_sheet_score,balance_sheet_resilience_score_median,sector_capital_allocation_score,capital_allocation_score_median,sector_matrix_consistency_score,matrix_consistency_score_median,company_count,sector_health_trend_yoy,sector_diffusion_label
Health Care,2021Q4,8088,53.07189445631656,53.07189445631656,19.587628865979383,19.587628865979383,47.95707973911213,47.95707973911213,72.44897959183673,72.44897959183673,52.736135887214076,52.736135887214076,28.617005313920327,28.617005313920327,73.42186165362222,73.42186165362222,50.10502612859019,50.10502612859019,49.5869482983624,49.5869482983624,1,0.7571228085366215,Mixed / Divergent
Industrial Goods & Services,2021Q4,8088,50.14630532086975,41.053839590704314,50.0,50.0,50.0,52.5,50.0,55.0,50.0,56.25,53.61111111111111,58.19444444444444,48.645833333333336,43.611111111111114,50.0,47.5,63.41236647404954,64.79221853740745,6,-0.0921188826538426,Mixed / Divergent
Insurance,2021Q4,8088,48.89137913772786,48.89137913772786,42.955326460481096,42.955326460481096,11.918788133810224,11.918788133810224,88.36734693877551,88.36734693877551,37.37352405401675,37.37352405401675,70.04065117879395,70.04065117879395,42.811840292088775,42.811840292088775,65.2672849580066,65.2672849580066,71.39672532384175,71.39672532384175,1,-1.5680429583566422,Mixed / Divergent
Oil & Gas,2021Q4,8088,37.04325797422545,37.04325797422545,45.876288659793815,45.876288659793815,11.9219440353461,11.9219440353461,27.551020408163268,27.551020408163268,40.66559825678934,40.66559825678934,50.14465153943736,50.14465153943736,48.4542055144568,48.4542055144568,36.47491484752162,36.47491484752162,59.8520121500048,59.8520121500048,2,2.73774534501171,Weakening
Personal & Household Goods,2021Q4,8088,48.05570052288478,48.05570052288478,32.560137457044675,32.560137457044675,45.77950767936041,45.77950767936041,41.73469387755102,41.73469387755102,49.281593264997504,49.281593264997504,40.21380283986771,40.21380283986771,63.867518511067885,63.867518511067885,50.89624760464231,50.89624760464231,69.98336771471253,69.98336771471253,2,-5.747089574224219,Mixed / Divergent
Real Estate,2021Q4,8088,50.695707304992794,51.555972763451294,50.0,50.0,50.23391812865497,49.54248366013072,50.0,54.44444444444444,50.40204678362573,48.89705882352941,49.35443183121202,45.377178649237486,50.11777128005198,53.013798111837325,49.72632152276115,44.73202614379085,57.75768246023021,56.39939569658358,19,0.12158368895379112,Mixed / Divergent
Retail,2021Q4,8088,51.49224205305912,43.362757162732436,50.0,66.66666666666667,50.0,60.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,55.0,74.76230967066547,80.27552082705182,3,0.24770884222981238,Mixed / Divergent
Technology,2021Q4,8088,50.9392131597387,50.9392131597387,46.21993127147766,46.21993127147766,44.639175257731964,44.639175257731964,62.3469387755102,62.3469387755102,46.1912590300377,46.1912590300377,52.61414891836449,52.61414891836449,46.15744313102026,46.15744313102026,43.544162719420456,43.544162719420456,75.78969856133878,75.78969856133878,2,-1.3515702126906035,Mixed / Divergent
Travel & Leisure,2021Q4,8088,50.85837010846476,50.85837010846476,38.83161512027491,38.83161512027491,49.48979591836734,49.48979591836734,46.326530612244895,46.326530612244895,57.496720468169,57.496720468169,39.32080739578523,39.32080739578523,60.29155229525445,60.29155229525445,63.496454586292586,63.496454586292586,67.56343773244271,67.56343773244271,2,8.449855281886137,Mixed / Divergent
Unknown,2021Q4,8088,65.08877737905387,65.08877737905387,78.8659793814433,78.8659793814433,51.69577109194192,51.69577109194192,7.551020408163266,7.551020408163266,14.171684594495503,14.171684594495503,2.13964539913907,2.13964539913907,85.70898909115012,85.70898909115012,19.94529770671155,19.94529770671155,60.49421648135535,60.49421648135535,1,-8.081178649935453,Mixed Improvement
Utilities,2021Q4,8088,51.486473433812954,52.07744778214565,50.0,60.0,50.0,56.0,50.0,51.0,50.0,50.0,48.055555555555564,47.083333333333336,51.322751322751316,39.72222222222222,50.0,48.0,64.84823424983703,63.601248140580225,6,1.1769052049945543,Mixed / Divergent
Banks,2022Q1,8089,50.68077820117172,54.89503043270415,50.0,50.0,50.0,53.529411764705884,50.0,52.352941176470594,50.0,58.8235294117647,50.0,49.01960784313726,50.0,47.794117647058826,50.0,49.26470588235294,73.34689819714237,73.65464987478605,18,-0.6784482074336537,Mixed / Divergent
Basic Resources,2022Q1,8089,50.3429521994158,45.14859299477038,49.99999999999999,41.66666666666666,49.99999999999999,43.33333333333333,50.0,50.0,49.99999999999999,58.33333333333333,49.99999999999999,49.99999999999999,50.0,42.592592592592595,50.0,50.0,66.7592885896168,68.38692964551875,4,-1.0586014193081255,Mixed / Divergent
Chemicals,2022Q1,8089,50.96637210442357,65.92770149994665,50.0,54.166666666666664,50.0,45.0,50.0,45.0,50.0,62.5,50.0,29.166666666666668,50.0,62.5,50.0,60.0,78.91598148597662,79.46209478276987,5,-0.9442552346195612,Mixed / Divergent
Construction & Materials,2022Q1,8089,50.062697708106114,51.57645640445822,50.0,47.916666666666664,50.0,55.0,50.0,50.0,50.0,39.0625,49.4890873015873,45.3125,50.0,50.0,50.0,47.5,59.76158577908815,59.83655885397933,9,-2.479199416869676,Mixed / Divergent
Financial Services,2022Q1,8089,49.032502646007984,47.48881912754469,50.0,52.083333333333336,50.0,50.0,50.0,45.0,51.388888888888886,50.0,52.017195767195766,54.166666666666664,47.16710758377425,47.098214285714285,49.791666666666664,50.71428571428571,60.33911019981859,60.45895342038362,9,-1.6486383211537685,Mixed / Divergent
Food & Beverage,2022Q1,8089,50.30039041853043,52.81014439194706,50.0,50.925925925925924,50.0,54.44444444444444,50.0,50.0,50.0,51.388888888888886,50.0,50.925925925925924,50.0,45.06172839506173,49.72222222222222,47.361111111111114,66.48488909370663,67.21737985841814,10,-0.6883222152160542,Mixed / Divergent
Health Care,2022Q1,8089,56.76165290479452,56.76165290479452,25.485658180798094,25.485658180798094,48.97959183673469,48.97959183673469,75.3061224489796,75.3061224489796,50.39442600738586,50.39442600738586,17.5823319945956,17.5823319945956,78.07618167201768,78.07618167201768,42.84059569773855,42.84059569773855,51.373390784534664,51.373390784534664,1,5.461316653746373,Mixed Improvement
Industrial Goods & Services,2022Q1,8089,49.62390667131135,41.23619312530602,50.0,47.91666666666667,50.0,45.0,50.0,55.0,50.0,56.25,53.194444444444436,62.77777777777778,49.0625,47.77777777777777,50.0,47.5,65.13372864780688,67.06695772770036,6,-1.4479429213007293,Mixed / Divergent
Insurance,2022Q1,8089,46.1535965497949,46.1535965497949,39.7590995160951,39.7590995160951,9.591836734693876,9.591836734693876,88.9795918367347,88.9795918367347,40.83016444213076,40.83016444213076,71.24537238351515,71.24537238351515,41.81802717405806,41.81802717405806,69.65250965250966,69.65250965250966,63.45311929444384,63.45311929444384,1,-5.096378580586588,Mixed / Divergent
Oil & Gas,2022Q1,8089,39.42826890080909,39.42826890080909,53.918577740374495,53.918577740374495,9.489795918367347,9.489795918367347,31.53061224489796,31.53061224489796,44.63085508247407,44.63085508247407,46.6580316250034,46.6580316250034,45.302699894027256,45.302699894027256,47.62272476558191,47.62272476558191,62.96147068181755,62.96147068181755,2,5.648540530327111,Weakening
Personal & Household Goods,2022Q1,8089,51.33849315506987,51.33849315506987,37.34834139841504,37.34834139841504,44.591836734693885,44.591836734693885,43.06122448979592,43.06122448979592,52.714781756366904,52.714781756366904,31.95327004516141,31.95327004516141,77.49238908792856,77.49238908792856,51.85879757308328,51.85879757308328,66.62778591269468,66.62778591269468,2,-12.675131907275144,Mixed / Divergent
Real Estate,2022Q1,8089,49.65273273072556,50.247270132491344,49.51267056530214,41.17647058823528,50.0,45.55555555555556,50.0,53.333333333333336,50.402046783625735,52.77777777777777,49.48830409356725,48.69281045751634,50.0,55.55555555555556,49.60526315789474,50.222222222222214,56.19717718190283,54.23419071607792,19,-1.7521644402839982,Mixed / Divergent
Retail,2022Q1,8089,50.45286828072896,48.79517267296976,50.0,50.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,44.44444444444444,50.0,50.0,68.90265301247526,66.6975976619789,3,-1.389065879342624,Mixed / Divergent
Technology,2022Q1,8089,51.301299588658395,51.301299588658395,50.67764219089699,50.67764219089699,44.28571428571429,44.28571428571429,57.95918367346938,57.95918367346938,45.09807870688403,45.09807870688403,50.862177290627606,50.862177290627606,46.193554734079044,46.193554734079044,46.56646442360727,46.56646442360727,79.24644213162564,79.24644213162564,2,3.9630888275311307,Mixed / Divergent
Travel & Leisure,2022Q1,8089,51.941329197985695,51.941329197985695,48.51760291745563,48.51760291745563,49.89795918367347,49.89795918367347,43.46938775510204,43.46938775510204,60.73182894454925,60.73182894454925,39.084701533216304,39.084701533216304,62.42593991440563,62.42593991440563,63.14671814671815,63.14671814671815,67.74858529113516,67.74858529113516,2,7.618772258949619,Mixed / Divergent
Unknown,2022Q1,8089,73.36582594203118,73.36582594203118,97.94515744442106,97.94515744442106,65.51020408163265,65.51020408163265,6.5306122448979576,6.5306122448979576,10.409148652283568,10.409148652283568,2.13964539913907,2.13964539913907,86.56408812634595,86.56408812634595,27.04081632653061,27.04081632653061,61.688934534172375,61.688934534172375,1,2.2347241432768925,Broad Improvement
Utilities,2022Q1,8089,50.78175329958754,50.09575526520976,50.0,46.666666666666664,50.0,52.0,50.0,54.0,50.0,60.0,48.055555555555564,48.75,51.111111111111114,42.22222222222223,50.0,48.0,66.1492467187308,62.96349651391908,6,-0.4880277789916221,Mixed / Divergent
Banks,2022Q2,8090,50.62855380637944,50.27937349604136,50.0,43.627450980392155,50.0,52.058823529411754,50.0,52.35294117647058,50.0,52.94117647058824,50.0,50.0,50.0,52.94117647058823,50.0,52.57352941176471,69.6060486109531,68.50582523191832,18,-0.9191215239885508,Mixed / Divergent
Basic Resources,2022Q2,8090,50.311990961354006,51.011719661888506,49.999999999999986,58.333333333333314,49.99999999999999,53.33333333333332,50.0,53.333333333333336,49.99999999999999,54.16666666666666,49.99999999999999,47.222222222222214,50.0,48.148148148148145,50.0,50.0,63.43307072163754,61.872089176772064,4,-1.1935680039692613,Mixed / Divergent
Chemicals,2022Q2,8090,51.11707690798282,57.081510803396505,50.0,68.75,50.0,50.0,50.0,45.0,50.0,62.5,50.0,29.166666666666668,50.0,62.5,50.0,60.0,79.13225281339255,79.54832931601824,5,-0.7752433069284734,Mixed / Divergent
Construction & Materials,2022Q2,8090,50.15874615478692,45.57420343282007,50.0,54.166666666666664,50.0,55.0,50.0,47.5,50.0,40.625,49.62962962962963,43.154761904761905,50.0,48.611111111111114,50.0,52.5,59.33368471517344,56.58075360812124,9,-1.8590203299665333,Mixed / Divergent
Financial Services,2022Q2,8090,49.19199950595124,52.77466130494527,50.0,52.083333333333336,50.0,52.5,50.0,52.5,51.15740740740741,50.0,51.62037037037037,48.51190476190476,47.84593621399177,56.026785714285715,49.861111111111114,48.21428571428571,56.666531279231016,52.448202165678886,9,-1.2015225307465442,Mixed / Divergent
Food & Beverage,2022Q2,8090,50.445126037825986,50.526178723627716,50.0,46.2962962962963,49.99999999999999,57.77777777777777,50.0,51.11111111111111,50.0,45.833333333333336,50.0,42.592592592592595,50.0,46.29629629629629,50.27777777777778,42.777777777777786,65.47365017140085,62.87852405538233,10,-0.7043544120244647,Mixed / Divergent
Health Care,2022Q2,8090,56.84583963238393,56.84583963238393,30.265095729013254,30.265095729013254,45.91836734693878,45.91836734693878,82.24489795918366,82.24489795918366,45.814022464003216,45.814022464003216,24.94583598463484,24.94583598463484,72.38526707451805,72.38526707451805,35.5599024229363,35.5599024229363,50.86859898322237,50.86859898322237,1,6.039462438899584,Mixed Improvement
Industrial Goods & Services,2022Q2,8090,49.89827820394705,42.51529583288835,50.0,52.08333333333333,50.0,45.0,50.0,40.0,50.0,43.75,51.666666666666664,61.38888888888889,48.645833333333336,46.388888888888886,50.0,47.5,64.42816880087298,65.48379915747684,6,-1.5125613182367843,Mixed / Divergent
Insurance,2022Q2,8090,46.76553522208811,46.76553522208811,43.698716600042076,43.698716600042076,9.795918367346939,9.795918367346939,80.81632653061224,80.81632653061224,29.76958041470536,29.76958041470536,75.7020099747951,75.7020099747951,40.83439349310045,40.83439349310045,71.55349963891936,71.55349963891936,64.13918561123799,64.13918561123799,1,-5.011691705290922,Mixed / Divergent
Oil & Gas,2022Q2,8090,41.821310415212,41.821310415212,44.864646889683705,44.864646889683705,5.408163265306122,5.408163265306122,61.3265306122449,61.3265306122449,34.64646755217812,34.64646755217812,53.86350999085437,53.86350999085437,39.272884571368465,39.272884571368465,47.1935221567033,47.1935221567033,59.92696003970027,59.92696003970027,2,12.186074402098733,Weakening
Personal & Household Goods,2022Q2,8090,60.10142193745216,60.10142193745216,51.694543796900206,51.694543796900206,48.87755102040816,48.87755102040816,55.0,55.0,49.92000241960284,49.92000241960284,27.916214917652642,27.916214917652642,76.39181362947645,76.39181362947645,53.186863488778066,53.186863488778066,78.3036104031591,78.3036104031591,2,-7.207551512564436,Mixed Improvement
Real Estate,2022Q2,8090,49.93668160235205,50.75664604263617,50.19493177387914,55.55555555555556,50.0,47.77777777777777,50.0,47.22222222222223,50.255847953216374,52.859477124183,49.634502923976605,50.217864923747264,50.0,48.148148148148145,49.80994152046784,52.88888888888889,55.19104608354417,52.728110571877025,19,-1.5818232648154336,Mixed / Divergent
Retail,2022Q2,8090,50.43007244705755,49.6013673770312,50.0,50.0,50.0,60.0,50.0,50.0,50.0,37.5,50.0,50.0,50.0,61.111111111111114,50.0,50.0,65.73566059230586,64.99489252511212,3,-1.4352419071834106,Mixed / Divergent
Technology,2022Q2,8090,54.845711411447326,54.845711411447326,59.32656567781751,59.32656567781751,45.40816326530612,45.40816326530612,55.51020408163265,55.51020408163265,40.68353134024065,40.68353134024065,47.79740210577269,47.79740210577269,47.111718866318284,47.111718866318284,49.25770921352658,49.25770921352658,77.12658156785879,77.12658156785879,2,8.380510147217798,Mixed / Divergent
Travel & Leisure,2022Q2,8090,56.93282465542751,56.93282465542751,53.116452766673675,53.116452766673675,50.204081632653065,50.204081632653065,45.30612244897959,45.30612244897959,38.0999586804577,38.0999586804577,39.77283308982879,39.77283308982879,59.632070763031564,59.632070763031564,64.67733039161611,64.67733039161611,70.28380026685574,70.28380026685574,2,11.565995959437927,Mixed Improvement
Unknown,2022Q2,8090,81.77069312843159,81.77069312843159,57.209481730836664,57.209481730836664,48.163265306122454,48.163265306122454,97.95918367346938,97.95918367346938,11.429556815548873,11.429556815548873,2.13964539913907,2.13964539913907,85.54367996308063,85.54367996308063,59.863945578231295,59.863945578231295,70.68947363238559,70.68947363238559,1,29.308003385714507,Broad Improvement
Utilities,2022Q2,8090,51.0471355277275,50.874942830381826,50.0,53.333333333333336,50.0,62.0,50.0,46.0,50.0,50.0,48.333333333333336,50.83333333333333,51.42857142857144,46.388888888888886,50.0,50.0,68.48268107994252,73.57454141874332,6,-0.24858328742131164,Mixed / Divergent
Banks,2022Q3,8091,50.699710878890784,48.516567313491876,50.0,54.901960784313715,50.0,47.94117647058823,50.0,52.352941176470594,50.0,54.41176470588235,50.0,52.94117647058823,50.0,50.73529411764706,50.0,52.205882352941174,70.77674617340429,71.55031964806406,18,-1.1125363261934211,Mixed / Divergent
Basic Resources,2022Q3,8091,49.92186109906238,54.04010760392353,49.999999999999986,54.16666666666664,49.999999999999986,56.66666666666665,50.0,56.666666666666664,49.99999999999999,62.49999999999999,49.99999999999999,41.66666666666666,50.0,53.7037037037037,50.0,46.666666666666664,55.608669541720715,49.640266305610275,4,-1.5852934840075505,Mixed / Divergent
Chemicals,2022Q3,8091,50.95629398237696,74.69262707161911,50.0,64.58333333333333,50.0,50.0,50.0,60.0,50.0,43.75,50.0,27.083333333333332,50.0,66.66666666666667,50.0,62.5,75.78011864582729,79.25678043067049,5,-1.2434640879070926,Mixed / Divergent
Construction & Materials,2022Q3,8091,50.27542991537195,47.73087966564232,50.0,43.75,50.0,50.0,50.0,45.0,50.0,50.0,49.583333333333336,45.833333333333336,50.0,51.388888888888886,50.0,57.5,61.25326415295831,57.29678296788952,9,-1.5117093805708564,Mixed / Divergent
Financial Services,2022Q3,8091,48.77832249841178,48.85521947346888,50.0,52.083333333333336,50.0,55.0,50.0,50.0,51.50462962962963,56.25,53.04232804232804,46.626984126984134,47.719631834215164,44.70899470899471,50.06944444444444,52.857142857142854,53.65274674282124,51.26504977277612,9,-1.7803254663586898,Mixed / Divergent
Food & Beverage,2022Q3,8091,50.39672687300023,44.9889532176553,50.0,46.296296296296305,50.0,60.0,50.0,51.111111111111114,50.0,50.0,50.0,42.592592592592595,50.0,48.76543209876543,50.05555555555556,46.388888888888886,64.75744463954067,63.77433726907909,10,-0.9476087978030066,Mixed / Divergent
Health Care,2022Q3,8091,65.0145414976964,65.0145414976964,51.97769829581318,51.97769829581318,51.73778602350031,51.73778602350031,77.17171717171716,77.17171717171716,40.27261509883553,40.27261509883553,24.00109133759156,24.00109133759156,74.14395603335694,74.14395603335694,35.2843537414966,35.2843537414966,74.21009174518689,74.21009174518689,1,11.864504186519426,Broad Improvement
Industrial Goods & Services,2022Q3,8091,50.9476802787153,51.80246343270377,50.0,56.25,48.0,37.5,50.0,48.0,50.0,54.375,49.72222222222222,53.05555555555555,51.06481481481481,50.27777777777777,52.0,50.5,75.58437358103474,73.27739959723128,6,-0.8504891859244239,Mixed / Divergent
Insurance,2022Q3,8091,45.25425938079494,45.25425938079494,42.84486990672557,42.84486990672557,10.56895485466914,10.56895485466914,80.6060606060606,80.6060606060606,34.1212879247294,34.1212879247294,74.22144556479509,74.22144556479509,41.8213643595268,41.8213643595268,64.3007215007215,64.3007215007215,56.62865349349745,56.62865349349745,1,-4.566351035704997,Mixed / Divergent
Oil & Gas,2022Q3,8091,43.90256717004908,43.90256717004908,42.33992566098604,42.33992566098604,5.49165120593692,5.49165120593692,62.62626262626263,62.62626262626263,25.86148974585148,25.86148974585148,53.95270972726231,53.95270972726231,44.79921406284693,44.79921406284693,51.246629560915274,51.246629560915274,56.612805551094645,56.612805551094645,2,14.698115919036173,Weakening
Personal & Household Goods,2022Q3,8091,72.8603413165415,72.8603413165415,84.47559436145593,84.47559436145593,56.81818181818181,56.81818181818181,49.69696969696969,49.69696969696969,35.377957102866134,35.377957102866134,21.089228564924547,21.089228564924547,76.2787335483188,76.2787335483188,56.616202844774264,56.616202844774264,81.80358131031781,81.80358131031781,2,24.5964906491672,Broad Improvement
Real Estate,2022Q3,8091,49.900898522207314,52.1239402663596,49.80506822612086,47.4400871459695,50.0,51.11111111111111,50.0,48.333333333333336,50.219298245614034,48.447712418300654,49.6588693957115,52.83224400871459,50.0,46.91358024691359,49.86842105263158,49.555555555555564,56.07221882148007,54.58579350859304,19,-1.5455154785065517,Mixed / Divergent
Retail,2022Q3,8091,50.26884506164041,49.520813812100066,50.0,58.333333333333336,50.0,60.0,50.0,70.0,50.0,62.5,50.0,41.666666666666664,50.0,72.22222222222223,50.0,40.0,62.3748594550352,63.247567797561615,3,-1.7234027629131248,Mixed / Divergent
Technology,2022Q3,8091,54.01393965453234,54.01393965453234,54.816256399467,54.816256399467,47.6427540713255,47.6427540713255,49.39393939393939,49.39393939393939,39.77194243833116,39.77194243833116,44.829142340327714,44.829142340327714,49.19408650975471,49.19408650975471,49.147227375798806,49.147227375798806,81.10271674024692,81.10271674024692,2,5.391093873937528,Mixed / Divergent
Travel & Leisure,2022Q3,8091,57.322903960576674,57.322903960576674,50.170944666526395,50.170944666526395,49.7979797979798,49.7979797979798,45.656565656565654,45.656565656565654,31.69021839835591,31.69021839835591,40.83773178835044,40.83773178835044,59.34622055082336,59.34622055082336,70.21991341991341,70.21991341991341,66.36151863341078,66.36151863341078,2,4.938010473568092,Mixed Improvement
Unknown,2022Q3,8091,85.09215640081119,85.09215640081119,68.73904200855601,68.73904200855601,49.15687487116059,49.15687487116059,97.97979797979798,97.97979797979798,6.602689263771738,6.602689263771738,2.3400673400673404,2.3400673400673404,85.31201225078777,85.31201225078777,52.91692434549577,52.91692434549577,74.24617874620895,74.24617874620895,1,26.421330903603298,Broad Improvement
Utilities,2022Q3,8091,51.01403117642864,58.38756844493358,50.0,51.66666666666667,50.0,58.0,50.0,48.0,50.0,47.5,47.77777777777777,43.33333333333333,51.216931216931215,47.77777777777777,50.0,46.0,66.5885340521699,69.37673973972882,6,-0.7467486370488672,Mixed / Divergent
Banks,2022Q4,8092,51.96088660276813,54.59769485792343,50.0,49.01960784313725,50.0,49.11764705882353,50.0,51.17647058823529,50.0,52.94117647058823,50.0,51.9607843137255,50.0,53.6764705882353,50.0,49.26470588235294,69.34577517121602,71.11052975159151,18,0.5639034917274586,Mixed / Divergent
Basic Resources,2022Q4,8092,51.125093379045346,46.53105143991637,50.0,45.83333333333333,50.0,41.66666666666666,50.0,40.0,50.0,58.33333333333333,50.0,47.222222222222214,50.0,55.55555555555555,50.0,46.666666666666664,53.04780094222562,49.22251771520155,4,-0.020457377728462234,Mixed / Divergent
Chemicals,2022Q4,8092,52.30662146931438,53.9324709362988,50.0,33.333333333333336,50.0,55.0,50.0,55.0,50.0,46.875,50.0,41.666666666666664,50.0,70.83333333333333,50.0,57.5,76.08760770239623,80.06293037541788,5,0.7109910539909805,Mixed / Divergent
Construction & Materials,2022Q4,8092,51.8371244748423,44.180091835814245,50.0,45.833333333333336,50.0,55.0,50.0,55.0,50.0,53.125,50.0,53.125,50.0,48.611111111111114,50.0,52.5,66.93241273394266,70.45842662004817,9,0.9906080403353243,Mixed / Divergent
Financial Services,2022Q4,8092,50.61313755723237,49.146847257101015,50.0,50.0,50.0,52.5,50.0,50.0,51.388888888888886,50.0,50.755070546737215,49.107142857142854,48.6193783068783,47.288359788359784,50.3125,52.5,53.01340190345098,51.221106343418285,9,0.7071562139731142,Mixed / Divergent
Food & Beverage,2022Q4,8092,51.48385469817023,54.951213730201516,50.0,53.7037037037037,50.0,57.77777777777777,50.0,52.22222222222222,49.99999999999999,45.83333333333333,50.0,47.22222222222222,50.0,50.30864197530863,50.22222222222222,51.80555555555556,59.59920495346978,60.80652207405503,10,0.6660816729471577,Mixed / Divergent
Health Care,2022Q4,8092,74.21717178527614,74.21717178527614,72.00405414691129,72.00405414691129,55.15151515151515,55.15151515151515,73.33333333333333,73.33333333333333,33.511117721133246,33.511117721133246,21.527901989466844,21.527901989466844,80.73160684862812,80.73160684862812,37.76969696969697,37.76969696969697,76.7666857330573,76.7666857330573,1,21.145277328959573,Broad Improvement
Industrial Goods & Services,2022Q4,8092,51.64164134117426,48.99249920024141,50.0,47.08333333333333,50.0,48.0,50.0,52.0,50.833333333333336,51.875,51.166666666666664,52.22222222222222,50.0,51.111111111111114,50.0,52.0,69.12049013838363,67.87661091722293,6,1.4953360203045065,Mixed / Divergent
Insurance,2022Q4,8092,49.26047607833417,49.26047607833417,50.348725348725345,50.348725348725345,9.8989898989899,9.8989898989899,81.61616161616162,81.61616161616162,29.617296523352422,29.617296523352422,75.04454288942964,75.04454288942964,38.086348860949926,38.086348860949926,71.7010101010101,71.7010101010101,55.20796802445621,55.20796802445621,1,0.3690969406063118,Mixed / Divergent
Oil & Gas,2022Q4,8092,48.209454147781386,48.209454147781386,52.71679378822236,52.71679378822236,9.393939393939393,9.393939393939393,56.868686868686865,56.868686868686865,31.28578654782071,31.28578654782071,51.421340781412844,51.421340781412844,48.07500835780977,48.07500835780977,56.66868686868687,56.66868686868687,58.11732290887979,58.11732290887979,2,11.166196173555939,Mixed / Divergent
Personal & Household Goods,2022Q4,8092,64.9336762084611,64.9336762084611,68.81141345427059,68.81141345427059,53.63636363636364,53.63636363636364,38.98989898989899,38.98989898989899,40.75810932080342,40.75810932080342,25.96194717132432,25.96194717132432,69.61982114287079,69.61982114287079,59.39393939393939,59.39393939393939,80.26598078192669,80.26598078192669,2,16.877975685576317,Mixed Improvement
Real Estate,2022Q4,8092,51.201766112254376,52.4391132574231,50.0,48.14814814814815,50.0,51.11111111111111,50.0,50.00000000000001,50.0,45.83333333333333,50.0,50.925925925925924,50.0,46.29629629629629,49.69298245614035,51.55555555555556,55.15695491155165,53.41430042092132,19,0.5060588072615815,Mixed / Divergent
Retail,2022Q4,8092,51.373392953312795,56.42314400588696,50.0,50.0,50.0,60.0,50.0,40.0,50.0,43.75,50.0,41.666666666666664,50.0,61.111111111111114,50.0,50.0,57.889644531786026,58.051332249936166,3,-0.11884909974632762,Mixed / Divergent
Technology,2022Q4,8092,61.874059118124265,61.874059118124265,64.55713598570742,64.55713598570742,48.58585858585859,48.58585858585859,56.161616161616166,56.161616161616166,34.88491699380675,34.88491699380675,39.14776713601353,39.14776713601353,56.169839649449585,56.169839649449585,47.17979797979798,47.17979797979798,80.10607329426416,80.10607329426416,2,10.934845958385566,Mixed Improvement
Travel & Leisure,2022Q4,8092,59.41727432544876,59.41727432544876,40.32759568473854,40.32759568473854,49.696969696969695,49.696969696969695,58.18181818181818,58.18181818181818,17.11119018863584,17.11119018863584,34.23249871744209,34.23249871744209,58.209974193130215,58.209974193130215,50.26868686868687,50.26868686868687,60.4560330228391,60.4560330228391,2,8.558904216983997,Mixed Improvement
Unknown,2022Q4,8092,71.16281626355773,71.16281626355773,40.678897821754965,40.678897821754965,45.85858585858587,45.85858585858587,97.97979797979798,97.97979797979798,52.036478732907305,52.036478732907305,2.3400673400673404,2.3400673400673404,86.16161616161617,86.16161616161617,57.57575757575758,57.57575757575758,54.52879994161898,54.52879994161898,1,6.074038884503864,Broad Improvement
Utilities,2022Q4,8092,52.839358739964915,49.14226720130843,50.0,61.66666666666667,50.0,58.0,50.0,46.0,50.0,57.5,46.388888888888886,52.5,51.111111111111114,45.0,50.0,48.0,72.3093218713762,74.93209065538561,6,1.3528853061519612,Mixed / Divergent
Banks,2023Q1,8093,50.975842539236766,49.15655035221261,50.0,55.88235294117647,50.0,47.352941176470594,50.0,50.0,50.0,45.58823529411765,50.0,50.98039215686275,50.0,52.94117647058823,50.0,50.0,70.49950278008811,71.72408198532364,18,0.29506433806504617,Mixed / Divergent
Basic Resources,2023Q1,8093,49.908177889792555,44.208196981344905,49.99999999999999,40.27777777777777,49.99999999999999,44.999999999999986,49.99999999999999,43.33333333333333,49.99999999999999,54.16666666666666,49.99999999999999,54.16666666666666,50.0,51.85185185185185,50.0,51.66666666666667,49.680033983320996,48.735971369923575,4,-0.4347743096232435,Mixed / Divergent
Chemicals,2023Q1,8093,50.698647409082945,44.90819942545863,50.0,54.166666666666664,50.0,52.5,50.0,65.0,50.0,56.25,50.0,31.25,50.0,63.888888888888886,50.0,50.0,65.09419563064061,58.86856929148778,5,-0.2677246953406254,Mixed / Divergent
Construction & Materials,2023Q1,8093,50.493191744681944,47.075157220181225,50.0,55.208333333333336,50.0,56.25,50.0,50.0,50.0,53.125,50.0,48.958333333333336,50.0,51.388888888888886,50.0,50.0,61.08780860982605,56.73169558854627,9,0.43049403657582985,Mixed / Divergent
Financial Services,2023Q1,8093,49.7357917598996,50.63131304397963,50.0,50.0,50.0,45.0,50.0,50.0,51.15740740740741,50.0,50.09369488536155,45.33730158730159,48.734659758965314,42.1957671957672,50.38194444444444,46.42857142857143,53.10394184983241,52.05650735489699,9,0.7032891138916142,Mixed / Divergent
Food & Beverage,2023Q1,8093,50.33851426252721,52.464778195151396,50.0,50.925925925925924,50.0,51.11111111111111,50.0,47.77777777777778,50.0,52.77777777777777,49.99999999999999,50.0,50.0,51.23456790123456,50.22222222222222,53.19444444444444,57.627152085156595,55.86474150562525,10,0.03812384399678592,Mixed / Divergent
